,projectname,classification,commenttext,label,code,yes_vote,no_vote
27,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.filechooser.FileFilter#accept(java.io.File)
     */",no,undetermined,0,9
28,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",no,undetermined,0,9
29,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.application.events.ArgoNotationEventListener#notationChanged(org.argouml.application.events.ArgoNotationEvent)
     */",no,undetermined,0,9
30,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.undo.UndoableAction#isEnabled()
     */",no,undetermined,0,9
31,argouml,WITHOUT_CLASSIFICATION,// empty implementation - we only handle mouseClicked,no,undetermined,0,9
32,argouml,WITHOUT_CLASSIFICATION,/* Testing: does not fire. */,no,undetermined,1,8
33,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.lang.Runnable#run()
     */",no,undetermined,0,9
34,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.MouseListener#mouseEntered(java.awt.event.MouseEvent)
     */",no,undetermined,0,9
35,argouml,WITHOUT_CLASSIFICATION,"/* This next line presumes that the 1st fig with this owner
             * is the previous port - and consequently nullifies the owner
             * of this 1st fig. */",no,undetermined,0,9
36,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",no,undetermined,0,9
37,argouml,WITHOUT_CLASSIFICATION,"/*
         * @see java.awt.event.ActionListener#actionPerformed(
         * java.awt.event.ActionEvent)
         */",no,undetermined,0,9
38,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.table.TableModel#getColumnCount()
     */",no,undetermined,0,9
39,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)
     */",no,undetermined,0,9
40,argouml,WITHOUT_CLASSIFICATION,// Abstract elements do not necessarily require associations,no,undetermined,0,9
41,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no,undetermined,0,9
42,argouml,WITHOUT_CLASSIFICATION,"// Extend, but only between two use cases. Remember we draw from the // extension port to the base port.",no,undetermined,0,9
43,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
44,argouml,DESIGN,// Check that the two elements aren't already linked the opposite way // TODO: This is a part implementation of well-formedness rule // UML1.4.2 - 4.5.3.20 [3] Circular inheritance is not allowed. // not self.allParents->includes(self),yes,undetermined,8,1
45,argouml,DESIGN,// TODO: This can't depend on ProjectBrowser.  Alternate below,yes,undetermined,8,1
46,argouml,DEFECT,"// TODO:  Does anyone use command line? // If so, localization is needed - tfm",yes,undetermined,9,0
47,argouml,WITHOUT_CLASSIFICATION,/*ClassifierInState.class*/,no,undetermined,0,9
48,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.base.PathConv#stuffPoint(java.awt.Point)
     */",no,undetermined,0,9
49,argouml,WITHOUT_CLASSIFICATION,"/* Alternatively, we could just return null here, 
         * so that you can not create a comment just 
         * linked to a comment this way - which is a bit uncommon,
         * but not illegal, so for consistency, we better allow it. 
         */",no,undetermined,3,6
50,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.util.List#get(int)
     */",no,undetermined,0,9
51,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getFillColor()
     */",no,undetermined,0,9
52,argouml,WITHOUT_CLASSIFICATION,// Add a listener for changes to any property,no,undetermined,0,9
53,argouml,WITHOUT_CLASSIFICATION,// now remove one target by setting subset:,no,undetermined,0,9
54,argouml,WITHOUT_CLASSIFICATION,// Add to the collection and round to look at the next one,no,undetermined,0,9
55,argouml,WITHOUT_CLASSIFICATION,"/*
     * List of model element listeners we've registered.
     */",no,undetermined,0,9
56,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.graph.MutableGraphModel#addEdge(java.lang.Object)
     */",no,undetermined,0,9
57,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,9
58,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */",no,undetermined,0,9
59,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.static_structure.layout.ClassdiagramNode#getRank()
     */",no,undetermined,0,9
60,argouml,WITHOUT_CLASSIFICATION,// less than,no,undetermined,0,9
61,argouml,WITHOUT_CLASSIFICATION,// We can give up looking if we've hit both criteria,no,undetermined,1,8
62,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",no,undetermined,0,9
63,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetReasserted()
     */",no,undetermined,0,9
64,argouml,WITHOUT_CLASSIFICATION,"/*
         * A Concurrent region cannot have incoming or outgoing transitions so
         * incoming or outgoing transitions are redirected to its concurrent
         * composite state container.
         */",no,undetermined,0,9
65,argouml,WITHOUT_CLASSIFICATION,//get the base association name,no,undetermined,0,9
66,argouml,WITHOUT_CLASSIFICATION,"/*
	 * @see javax.swing.table.TableModel#getColumnCount()
	 */",no,undetermined,0,9
67,argouml,WITHOUT_CLASSIFICATION,// Link does not exist in UML2,no,undetermined,0,9
68,argouml,DESIGN,// Changed in UML 2.1 - Component with <<subsystem>> stereotype // TODO: We should deprecate this?,yes,undetermined,8,1
69,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
70,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",no,undetermined,0,9
71,argouml,DESIGN,"/**
     * Find the Icon for a given model element.
     *
     * @return The Icon or <code>null</code> if there is no Icon.
     * @param value The model element.
     *
     * TODO: This should not use string matching on classnames to do this
     *       since this means that we have knowledge about how the model
     *       elements are implemented outside of the Model component.
     */",yes,undetermined,9,0
72,argouml,WITHOUT_CLASSIFICATION,"// frank: in case of exception // delete name and mv name+""#"" back to name if name+""#"" exists // this is the ""rollback"" to old file",no,undetermined,0,9
73,argouml,WITHOUT_CLASSIFICATION,"// Process the listeners last to first, notifying // those that are interested in this event",no,undetermined,0,9
74,argouml,WITHOUT_CLASSIFICATION,//,no,undetermined,0,9
75,argouml,WITHOUT_CLASSIFICATION,"// Only reset the text if the two are not the same (i.e the fig // has // moved, rather than we've just edited the text, when // setTargetBBox() // will have made them the same). Note that styleBounds could // be null, // so we do the test this way round.",no,undetermined,1,8
76,argouml,WITHOUT_CLASSIFICATION,//_x = x; _y = y; _w = w; _h = h;,no,undetermined,0,9
77,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.graph.MutableGraphModel#canConnect(java.lang.Object,
     *      java.lang.Object)
     */",no,undetermined,0,9
78,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.table.TableModel#isCellEditable(int, int)
     */",no,undetermined,0,9
79,argouml,WITHOUT_CLASSIFICATION,// popupAddOffset should be equal to the number of items added here:,no,undetermined,1,8
80,argouml,WITHOUT_CLASSIFICATION,"// Link does not exist in UML2, a link is represented just as an // association",no,undetermined,0,9
81,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.MouseListener#mousePressed(java.awt.event.MouseEvent)
     */",no,undetermined,0,9
82,argouml,WITHOUT_CLASSIFICATION,// start desiring a goal which should add a goal and bump the size to 1,no,undetermined,0,9
83,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialHeight()
     */",no,undetermined,0,9
84,argouml,WITHOUT_CLASSIFICATION,// and leave things unchanged,no,undetermined,0,9
85,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getUseCasesFactory()
     */",no,undetermined,0,9
86,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.AbstractListModel#fireContentsChanged(
     *          Object, int, int)
     */",no,undetermined,0,9
87,argouml,WITHOUT_CLASSIFICATION,// See if two copies look like copies of eachother,no,undetermined,0,9
88,argouml,WITHOUT_CLASSIFICATION,//        LayerPerspective layer = DiagramUtils.getActiveDiagram().getLayer();,no,undetermined,0,9
89,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.notation.providers.NotationProvider#parse(java.lang.Object, java.lang.String)
     */",no,undetermined,0,9
90,argouml,DEFECT,// TODO: This error needs to be reported!,yes,undetermined,7,2
91,argouml,WITHOUT_CLASSIFICATION,"// Parent is Element, but it has no attributes or associations to check // checkElementCopy(e1, e2);",no,undetermined,0,9
92,argouml,WITHOUT_CLASSIFICATION,// Remove the node from removeSet,no,undetermined,0,9
93,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)
     */",no,undetermined,0,9
94,argouml,WITHOUT_CLASSIFICATION,"// In UML2.x there is no metaclass named Method, but we use the // 'method' association of BehavioralFeature",no,undetermined,0,9
95,argouml,WITHOUT_CLASSIFICATION,"// LOG.log(Level.FINE, //         ""Adding resolution for: "" + c.getClass() + "" "" + canCreate);",no,undetermined,1,8
96,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetAdded(org.argouml.ui.targetmanager.TargetEvent)
     */",no,undetermined,0,9
97,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,9
98,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.plaf.metal.MetalTheme#getName()
     */",no,undetermined,0,9
99,argouml,WITHOUT_CLASSIFICATION,/* ... and fields at the right. */,no,undetermined,0,9
100,argouml,WITHOUT_CLASSIFICATION,// && ((Action) handle).get,no,undetermined,0,9
101,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLComboBoxModel#buildModelList()
     */",no,undetermined,0,9
102,argouml,DESIGN,"// apply <<profile>> stereotype to make it a ""profile"" (our convention) // (hack: create that stereotype instead using the UML 1.4 profile)",yes,undetermined,8,1
103,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getUseCasesFactory()
     */",no,undetermined,0,9
104,argouml,DESIGN,"/**
    * Create an empty but initialized instance of a UML Dependency.
    *
    * @return an initialized UML Dependency instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
    */",yes,undetermined,9,0
105,argouml,WITHOUT_CLASSIFICATION,// Don't let a transient error kill the thread,no,undetermined,0,9
106,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.StateMachinesHelper#getSource(java.lang.Object)
     */",no,undetermined,0,9
107,argouml,WITHOUT_CLASSIFICATION,// adding project files icon,no,undetermined,0,9
108,argouml,WITHOUT_CLASSIFICATION,/*(MAssociation)*/,no,undetermined,0,9
109,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
110,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.management.NotificationBroadcaster#getNotificationInfo()
     */",no,undetermined,0,9
111,argouml,WITHOUT_CLASSIFICATION,"/*
     * Enable buttons when selection made.
     *
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",no,undetermined,0,9
112,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",no,undetermined,0,9
113,argouml,WITHOUT_CLASSIFICATION,//        gbc.gridheight = 10;,no,undetermined,0,9
114,argouml,WITHOUT_CLASSIFICATION,// Let the parent do its refresh.,no,undetermined,0,9
115,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.ActionNewDiagram#createDiagram()
     */",no,undetermined,0,9
116,argouml,TEST,// TODO: Fix this so that new sequence diagrams are tested,yes,undetermined,9,0
117,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()
     */",no,undetermined,0,9
118,argouml,WITHOUT_CLASSIFICATION,"// If we were handed a Classifier to start, // this must be a Classifier",no,undetermined,0,9
119,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,9
120,argouml,WITHOUT_CLASSIFICATION,//////////////// // constructor,no,undetermined,0,9
121,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
122,argouml,WITHOUT_CLASSIFICATION,"/*
	 * @see javax.swing.table.TableModel#getColumnClass(int)
	 */",no,undetermined,0,9
123,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.TabTarget#getTarget()
     */",no,undetermined,0,9
124,argouml,WITHOUT_CLASSIFICATION,// When running from maven,no,undetermined,0,9
125,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",no,undetermined,0,9
126,argouml,DESIGN,"// TODO: make the ""magic numbers"" configurable",yes,undetermined,9,0
127,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.io.InputStream#read()
     */",no,undetermined,0,9
128,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.layout.Layouter#layout()
     */",no,undetermined,0,9
129,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessors,no,undetermined,0,9
130,argouml,DESIGN,"/**
 * The Fig for a permission, which is a form of dependency.
 * <p>
 * TODO: In UML 2.x, the import and access Permissions have become
 * PackageImports with public visibility and non-public visibility respectively.
 * (ArgoUML only supports the <<import>> Permission currently). The friend
 * Permission has been dropped. Also the type hierarchy has been reorganized so
 * that PackageImport is not a subtype of Dependency.
 * 
 * @author Markus Klink
 */",yes,undetermined,9,0
131,argouml,IMPLEMENTATION,// TODO: I18N required,yes,undetermined,9,0
132,argouml,WITHOUT_CLASSIFICATION,// All text was stored in name field in UML 1.3,no,undetermined,0,9
133,argouml,WITHOUT_CLASSIFICATION,// add the listeners to the newOwner,no,undetermined,0,9
134,argouml,WITHOUT_CLASSIFICATION,// Set up for next iteration,no,undetermined,0,9
135,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)
     */",no,undetermined,1,8
136,argouml,IMPLEMENTATION,// TODO: It would be better to defer this initialization until the panel // actually needs to be displayed. Perhaps optimistically always return // true and figure out later if we've got something to display - tfm - // 20070110,yes,undetermined,7,2
137,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#getChild(java.lang.Object, int)
     */",no,undetermined,0,9
138,argouml,DESIGN,// TODO: This class is part of a dependency cycle with ProjectBrowser and,yes,undetermined,9,0
139,argouml,IMPLEMENTATION,"/**
     * Utility function to localize the given string with help text,
     * and show it in the status bar of the ArgoUML window.
     * This function is used in favour of the inline call
     * to enable later improvements; e.g. it would be possible to
     * show a help-balloon. TODO: Work this out.
     * One matter to possibly improve: show multiple lines.
     *
     * @param s the given string to be localized and shown
     */",yes,undetermined,7,2
140,argouml,WITHOUT_CLASSIFICATION,// Synchronize the startup directory,no,undetermined,0,9
141,argouml,WITHOUT_CLASSIFICATION,"/*
         * If center points are ""close enough"" we just adjust the endpoints
         * of the line a little bit.  Otherwise we add a jog in the middle to
         * deal with the offset.
         *
         * TODO: Epsilon is currently fixed, but could probably be computed
         * dynamically as 10% of the width of the narrowest figure or some
         * other value which is visually not noticeable.
         */",no,undetermined,9,0
142,argouml,WITHOUT_CLASSIFICATION,// let's use groups to construct the different text sections at // the association,no,undetermined,0,9
143,argouml,WITHOUT_CLASSIFICATION,//reverse order,no,undetermined,0,9
144,argouml,DESIGN,"// TODO: Can we get this info from UML2 plugin? // Perhaps collect all References in the metamodel, filter for those // which represent containments and find the types on either end - tfm",yes,undetermined,8,1
145,argouml,WITHOUT_CLASSIFICATION,"/*
         * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
         */",no,undetermined,0,9
146,argouml,WITHOUT_CLASSIFICATION,/* (MClassifier) */,no,undetermined,0,9
147,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.AbstractAction.AbstractAction(java.lang.String)
     */",no,undetermined,0,9
148,argouml,WITHOUT_CLASSIFICATION,// verify the size of the list,no,undetermined,0,9
149,argouml,WITHOUT_CLASSIFICATION,// private constructor to enforce singleton,no,undetermined,0,9
150,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLPlainTextDocument#getProperty()
     */",no,undetermined,0,9
151,argouml,WITHOUT_CLASSIFICATION,// Standard UML 1.4 profile,no,undetermined,0,9
152,argouml,WITHOUT_CLASSIFICATION,// Do nothing        ,no,undetermined,0,9
153,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
154,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an SimpleState to contain,no,undetermined,0,9
155,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see junit.framework.TestCase#setUp()
     */",no,undetermined,0,9
156,argouml,WITHOUT_CLASSIFICATION,// Self messages act differently so it is needed to move them separetly. // Only self messages of selected CR should be horizontally translated.,no,undetermined,0,9
157,argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig,no,undetermined,0,9
158,argouml,WITHOUT_CLASSIFICATION,// Use default formatting for any other type of UML element,no,undetermined,0,9
159,argouml,DESIGN,// TODO: This creates a dependency on the Critics subsystem. // We need a generic way for modules (including our internal // subsystems) to request addition of actions to the popup // menu. - tfm 20080430,yes,undetermined,6,3
160,argouml,WITHOUT_CLASSIFICATION,"/* If the 1st attribute is static,
                         * then the new ones, too. */",no,undetermined,0,9
161,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.util.Collection#retainAll(java.util.Collection)
     */",no,undetermined,0,9
162,argouml,IMPLEMENTATION,// TODO: I18N required,yes,undetermined,9,0
163,argouml,WITHOUT_CLASSIFICATION,/* Need to copy the lists since we will be moving the elements: */,no,undetermined,1,8
164,argouml,WITHOUT_CLASSIFICATION,//e.g:org.argouml.uml.generator.ui.ClassGenerationDialog -> poseidon.jar,no,undetermined,0,9
165,argouml,WITHOUT_CLASSIFICATION,// test the removal of a goal,no,undetermined,0,9
166,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.ui.Wizard#makePanel(int)
     */",no,undetermined,0,9
167,argouml,DESIGN,// TODO: Remove the casting to DiagramFactoryInterface2 // as soon as DiagramFactoryInterface is removed.,yes,undetermined,9,0
168,argouml,WITHOUT_CLASSIFICATION,//_x = x; _y = y; _w = w; _h = h;,no,undetermined,0,9
169,argouml,DESIGN,"/*
     * TODO: MVW: This needs rethinking/rework! I have the following questions:
     * Why does it not search for a stereotype in the namespace using properties
     * and only create a new stereotype if it will actually be used? Ie, why is
     * there not a getStereotype(String name, String baseClass)? (edited by
     * d00mst)  <these comments imported from NSUML implementation - tfm>
     * 
     * @see org.argouml.model.ExtensionMechanismsFactory#buildStereotype(java.lang.Object, java.lang.Object, java.lang.Object)
     */",yes,undetermined,8,1
170,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.plaf.metal.MetalTheme#getSecondary1()
     */",no,undetermined,0,9
171,argouml,WITHOUT_CLASSIFICATION,// On uniprocessors wait until we're sure the splash screen // has been painted so that we aren't competing for resources,no,undetermined,0,9
172,argouml,WITHOUT_CLASSIFICATION,// create a dependency between the project's model and the user defined  // profile,no,undetermined,0,9
173,argouml,WITHOUT_CLASSIFICATION,// Add the action to the component,no,undetermined,0,9
174,argouml,DESIGN,"/**
 * Action to trigger code generation for one or more classes.
 * <p>
 * In fact, only all named classes and interfaces
 * on the active diagram are generated.
 * Or, if this delivers an empty collection, all selected classes, interfaces
 * and the contents of selected packages are generated
 * (independent if they are named or not). <p>
 * TODO: Implement a more logical behaviour.
 */",yes,undetermined,8,1
175,argouml,WITHOUT_CLASSIFICATION,// Start is a shared aggregation of end,no,undetermined,0,9
176,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // constructor,no,undetermined,0,9
177,argouml,WITHOUT_CLASSIFICATION,// Copy in memory the current,no,undetermined,0,9
178,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",no,undetermined,0,9
179,argouml,DESIGN,// TODO: Generalize - assumes UML type names are unique // without the qualifying package names - true for UML 1.4,yes,undetermined,9,0
180,argouml,WITHOUT_CLASSIFICATION,/* This populates the stereotypes area: */,no,undetermined,0,9
181,argouml,WITHOUT_CLASSIFICATION,// Do nothing,no,undetermined,0,9
182,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent)
     */",no,undetermined,0,9
183,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.datatransfer.Transferable#getTransferDataFlavors()
     */",no,undetermined,0,9
184,argouml,WITHOUT_CLASSIFICATION,// Something was added - nothing for us to worry about,no,undetermined,0,9
185,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,9
186,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see tudresden.ocl.check.types.Type#navigateParameterized(
     *         java.lang.String, tudresden.ocl.check.types.Type[])
     */",no,undetermined,0,9
187,argouml,IMPLEMENTATION,"/**
     * write TODO: Check if sections are not used within the file and
     * put them as comments at the end of the file.
     * Hint: use a second Map to compare with the used keys.
     *
    * @param filename the file name
     * @param indent the current indentation
     * @param outputLostSections true if lost sections are to be written
     */",yes,undetermined,8,1
188,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateListeners(java.lang.Object)
     */",no,undetermined,0,9
189,argouml,WITHOUT_CLASSIFICATION,"/* If a message has a name and a named operation 
         * and a script with parameters but without name,
         * then show the operation name: */",no,undetermined,0,9
190,argouml,DESIGN,// TODO: This is a redundant invocation,yes,undetermined,8,1
191,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedMetatypes()
     */",no,undetermined,0,9
192,argouml,WITHOUT_CLASSIFICATION,//,no,undetermined,0,9
193,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getFillColor()
     */",no,undetermined,0,9
194,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",no,undetermined,0,9
195,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.ui.Wizard#doAction(int)
     */",no,undetermined,0,9
196,argouml,DESIGN,// TODO: Bob says - Coding by use of side effect here. // Maybe this should be done in a clearer way but it fixes // http://argouml.tigris.org/issues/show_bug.cgi?id=4978 // It seems that when loading an XMI that is not contained in a zip // file then the InputStream given as the argument to this method // can't be reused as it is at the end of the stream. In that case // systemId appears to be none-null at this stage. // So if systemId is not null we recreate the InputSource.,yes,undetermined,9,0
197,argouml,DESIGN,// TODO: Is this adequate for finding profiles in Java WebStart jars? //       - tfm,yes,undetermined,8,1
198,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.UMLDiagram#relocate(java.lang.Object)
     */",no,undetermined,0,9
199,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-<n>$,no,undetermined,0,9
200,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no,undetermined,0,9
201,argouml,WITHOUT_CLASSIFICATION,// Optimize for the normal case to minimize target changes,no,undetermined,0,9
