,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba
35,argouml,DEFECT,"/* These next lines for the case that the current namespace
         * is not a valid one... Which of course should not happen,
         * but it does - see the project attached to issue 3772.
         */",yes,undetermined,0,0,0,no,0.19440140101388453
36,argouml,DEFECT,// TODO: In UML2.x Event has no parameters. // TODO: Treat ObjectFlowState (this doesn't exist anymore in UML2) // and Classifier,yes,undetermined,0,0,0,yes,0.9930389827519525
37,argouml,DEFECT,"/* TODO: If this is an ordered list, then you have to
                        add in the right location! */",yes,undetermined,0,0,0,yes,0.9919517011566282
38,argouml,DEFECT,// Appears to be gone from UML 2.x,yes,undetermined,0,0,0,yes,0.7538689457139498
39,argouml,DEFECT,/* TODO: This does not work - no event arrives. */,yes,undetermined,0,0,0,yes,0.9971105676034195
40,argouml,DEFECT,// TODO: This is only checking immediate siblings when it needs // to be checking all imported elements both here and by our // parents and also taking into account visibility,yes,undetermined,0,0,0,yes,0.9500353711608778
41,argouml,DEFECT,"/* This does not work (anymore/yet?),
	 * since we never have a FigText here: */",yes,undetermined,0,0,0,no,0.19744682138966668
42,argouml,DEFECT,"/**
     * Utility function to localize the given string with help text, and show it
     * in the status bar of the ArgoUML window. This function is used in favour
     * of the inline call to enable later improvements; e.g. it would be
     * possible to show a help-balloon.
     * <p>
     * TODO: Work this out. One matter to possibly improve: show multiple lines.
     *
     * @param s the given string to be localized and shown
     */",yes,undetermined,0,0,0,yes,0.948989202032512
43,argouml,DEFECT,// TODO: Monitor is getting dismissed before layout is complete,yes,undetermined,0,0,0,yes,0.9723243978135636
44,argouml,DEFECT,"// TODO: We currently don't support per-fig settings for most stuff, so // we can just use the defaults that we were given. //        settings = new DiagramSettings(renderSettings);",yes,undetermined,0,0,0,yes,0.9934552127047599
45,argouml,DEFECT,// TODO: Not yet working for UML2,yes,undetermined,0,0,0,yes,0.9999997355284428
46,argouml,DEFECT,"// This triggers some warnings (in logs) because some elements are // created without an owner (and eResource is null) // TODO: fix this // The warning log (if we would not add the EObject to a resource) would // looks like this: ""...WARN [AWT-EventQueue-0] Encountered deleted // object during delete of...""",yes,undetermined,0,0,0,yes,0.8247072875840289
47,argouml,DEFECT,// TODO: Shouldn't we throw an exception here?!?!,yes,undetermined,0,0,0,yes,0.9999990446171356
48,argouml,DEFECT,//TODO: algorithm is n^2 in number of nodes,yes,undetermined,0,0,0,yes,0.9919576620075474
49,argouml,DEFECT,// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,yes,undetermined,0,0,0,yes,0.9862364045551132
50,argouml,DEFECT,// FIXME: depends on internal behavior of XmiReaderImpl. // Needed for solving issue 5017.,yes,undetermined,0,0,0,yes,0.9950931267833966
51,argouml,DEFECT,// TODO: Allow adding models to a diagram - issue 4172.,yes,undetermined,0,0,0,yes,0.9999921333127142
52,argouml,DEFECT,"/* TODO: Update the old and new node above this!
                 * This is issue 5079.
                 * The old and new UML namespaces are in the event, but
                 * how do we know which nodes to refresh?
                 * And how to refresh? 
                 * Not necessarily the namespaces, 
                 * depending on the perspective. */",yes,undetermined,0,0,0,yes,0.7997639765267079
53,argouml,DEFECT,// TODO: This should only be building list up to 'index',yes,undetermined,0,0,0,yes,0.9932170595809442
54,argouml,DEFECT,// TODO: The following can be removed if selectAll gets fixed,yes,undetermined,0,0,0,yes,0.9970774458761195
55,argouml,DEFECT,// FIXME: Boundary condition at end of image for non-integral // multiples of BUFFER_HEIGHT,yes,undetermined,0,0,0,no,0.5
56,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
57,argouml,DEFECT,"// TODO: We can't have a global ""current"" language // NotationProviderFactory2.setCurrentLanguage(oldLanguage);",yes,undetermined,0,0,0,yes,0.9448543375016436
58,argouml,DEFECT,"// XXX this seems to be a bug of the parser, // it always requires a context",yes,undetermined,0,0,0,yes,0.9866802964709177
59,argouml,DEFECT,// TODO: Use Model.getModelManagementHelper().getPathList(modelElement); // TODO: This will fail with nested Models,yes,undetermined,0,0,0,yes,0.9999996276623957
60,argouml,DEFECT,// If we are not visible most likely // we're being deleted. // TODO: This indicates a more fundamental problem that // should be investigated - tfm - 20061230,yes,undetermined,0,0,0,yes,0.9813014636887378
61,argouml,DEFECT,"/* TODO: We should have all the information that is required in the
         * NotationSettings object */",yes,undetermined,0,0,0,yes,0.9999894122137559
62,argouml,DEFECT,"/**
     * Parse a transition description line of the form:<pre>
     *    ""event-signature [guard-condition] / action-expression"".
     * </pre>
     *
     * A "";"" is not interpreted as having any special meaning. <p>
     *
     * The ""event-signature"" may be one of the 4
     * formats:<ul>
     * <li> ChangeEvent: ""when(condition)""
     * <li> TimeEvent: ""after(duration)""
     * <li> CallEvent: ""a(parameter-list)"".
     * <li> SignalEvent: any string without ().
     * </ul>
     *
     * Remark: The UML standard does not make a distinction between
     * the syntax of a CallEvent and SignalEvent:
     * both may have parameters between ().
     * For simplicity and user-friendliness, we chose for this distinction.
     * If a user wants parameters for a SignalEvent,
     * then he may add them in the properties panels, but not on the diagram.
     * <p>
     *
     * An alternative solution would be to create a CallEvent by default,
     * and when editing an existing event, do not change the type.<p>
     *
     * TODO: This function fails when the event-signature contains a ""[""
     * or a ""/"". See issue 5983 for other cases that were 
     * a problem in the past.
     *
     * @param trans the transition object to which this string applies
     * @param s     the string to be parsed
     * @return      the transition object
     * @throws ParseException when no matching [] are found
     */",yes,undetermined,0,0,0,no,0.35921857195214313
63,argouml,DEFECT,// TODO: This whole block can be deleted when issue 6266 is resolved,yes,undetermined,0,0,0,yes,0.9943348531160817
64,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
65,argouml,DEFECT,"/* Dirty fix for issue 1758 (Needs to be amended
             * when we start supporting parameters):
             */",yes,undetermined,0,0,0,no,0.061048952287309166
66,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
67,argouml,DEFECT,"/* TODO: This does not work! (MVW)
                 Model.getFacade().setBody(expr,guard);
                 Model.getFacade().setExpression(g,expr); */",yes,undetermined,0,0,0,yes,0.9699932825843649
68,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
69,argouml,DEFECT,"/* TODO: In this case, the properties panel
                 is not updated with the changed expression! */",yes,undetermined,0,0,0,yes,0.9859483667190228
70,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
71,argouml,DEFECT,// WARNING: the OutputStream version of this doesn't work! - tfm,yes,undetermined,0,0,0,no,0.05332096356005634
72,argouml,DEFECT,"// else if the y coordinate is outside of the classifier role, // we fix the y in the max y of the classifier role. // FIXME: We should increase the height of the classifier role,  // don't???",yes,undetermined,0,0,0,no,0.10123127942864857
73,argouml,DEFECT,// WARNING: The GEF implementation of the OutputStream version of  // this method doesn't work - tfm - 20070531,yes,undetermined,0,0,0,no,0.06628328754164099
74,argouml,DEFECT,"// TODO do tests for allInstances (8.5.11), // even though it is not yet supported",yes,undetermined,0,0,0,yes,0.9900257490927384
75,argouml,DEFECT,// TODO: Not implemented by eUML,yes,undetermined,0,0,0,yes,0.9999999999954853
76,argouml,DEFECT,"// TODO: This only works if the item is visible // (all its parents are expanded) // getExpandedDescendants, makeVisible",yes,undetermined,0,0,0,yes,0.939018084162029
77,argouml,DEFECT,// This will have problems if the smallest possible // data segment is smaller than the size of the buffer // needed for regex matching,yes,undetermined,0,0,0,no,0.02602156595353283
78,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
79,argouml,DEFECT,// TODO: Why is this throwing a generic runtime exception?!?!,yes,undetermined,0,0,0,yes,0.9973677648238952
80,argouml,DEFECT,"// TODO: This exception will be thrown during autoscrolling // when the edge of the canvas is reached causing either // the width or height to be ""adjusted"" to a negative value",yes,undetermined,0,0,0,yes,0.8043157363006644
81,argouml,DEFECT,"/* Disabled since it gives various problems: e.g. the toolbar icons
         * get too wide. Also the default does not give the new java 5.0 looks.
        Component tree = ProjectBrowser.getInstance();
        SwingUtilities.updateComponentTreeUI(SwingUtilities.getRootPane(tree));
        */",yes,undetermined,0,0,0,no,0.07081614583403036
82,argouml,DEFECT,// if this is a feature get the owner of that feature // TODO: Does anything actually make use of this? It can // cause unexpected behaviour.,yes,undetermined,0,0,0,yes,0.9448200637464459
83,argouml,DEFECT,// TODO: This error needs to be reported!,yes,undetermined,0,0,0,yes,0.9974176184199263
84,argouml,DEFECT,// TODO: not in UML 2,yes,undetermined,0,0,0,no,0.013215358168306202
85,argouml,DEFECT,// TODO: We should be giving the user more direct feedback,yes,undetermined,0,0,0,yes,0.9207121423112807
86,argouml,DEFECT,// TODO: This should be using internalGetAllRealizedInterfaces(),yes,undetermined,0,0,0,yes,0.9999898504902349
87,argouml,DEFECT,/* Many many of these events .. this slows things down: */,yes,undetermined,0,0,0,no,0.004870707749874089
88,argouml,DEFECT,"// TODO: This doesn't perform well enough with large models to have // it enabled by default. If the performance can't be improved, // perhaps we can introduce a manual ""find in explorer tree"" action. // selectAll(targets);",yes,undetermined,0,0,0,yes,0.9847053915968579
89,argouml,DEFECT,// Really ought to have a CriticException to throw here.,yes,undetermined,0,0,0,no,0.07772562775191573
90,argouml,DEFECT,// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,yes,undetermined,0,0,0,yes,0.999998887731111
91,argouml,DEFECT,// TODO: This is never executed as Ludos DI work was never // finished.,yes,undetermined,0,0,0,yes,0.9865702056358958
92,argouml,DEFECT,"// TODO: When the attribute isn't in the diagram // , for exemple: select attribut by Explorer // Then, the refresh isn't auto: we had to click !!",yes,undetermined,0,0,0,yes,0.657647629843983
93,argouml,DEFECT,// TODO: This is probably an undesirable side effect unless the user // confirms it.  Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208,yes,undetermined,0,0,0,yes,0.9912722360423224
94,argouml,DEFECT,"// TODO: The below is not strictly correct, but should // cover the case we deal with.  Using a real XML parser // would be better. // Look for XML document has just a single root element",yes,undetermined,0,0,0,yes,0.9910631797068945
95,argouml,DEFECT,// TODO: assumes public // TODO: This is probably an undesirable side effect unless the user // confirms it.  Placing an element on a second diagram is going to // potentially change its namespace. - tfm 20061208,yes,undetermined,0,0,0,yes,0.9999998481888803
96,argouml,DEFECT,"// TODO: uncomment the following to get the failure. //        assertLoadModel(ISSUE5946_BASE_DIR + ""zipped-uml14"" //            + ""/andromda-profile-datatype/3.3/andromda-profile-datatype-3.3.xml.zip"", //            null, ""testReadCompressedAndroMDAProfileFileIssue5946"");",yes,undetermined,0,0,0,yes,0.7050214078071395
97,argouml,DEFECT,"// Status as of Nov. 2008 - Figs created, property panels exist, more // work required on explorer and assumptions about models not being // nested - tfm",yes,undetermined,0,0,0,no,0.06567872539432808
98,argouml,DEFECT,"// if we have anything or multiple elements selected, // we don't do anything // TODO: We need to support multiple selection. // See issue 2552: http://argouml.tigris.org/issues/show_bug.cgi?id=2552",yes,undetermined,0,0,0,yes,0.99695327853627
99,argouml,DEFECT,"// TODO: make setBounds, calcBounds and updateBounds consistent",yes,undetermined,0,0,0,yes,0.9598484851313837
100,argouml,DEFECT,// Set the child components to the heights in the array list // calculating the height of any proportional component on the // fly.  FIXME - This assumes that the JLabel and the // component it labels have been added to the parent component // consecutively.,yes,undetermined,0,0,0,no,0.31812462563301813
101,argouml,DEFECT,"/**
 * A Mode to interpret user input while creating a permission edge.
 * The permission can connect any model elements including those represented
 * by edges as well as nodes.
 * <p>
 * TODO: In UML 2.x, Permission becomes PackageImport and the class hierarchy
 * has changed so that it is no longer a subtype of Dependency, so this may
 * need to be refactored to work correctly.
 */",yes,undetermined,0,0,0,no,0.5845489994479856
102,argouml,DEFECT,// TODO: Considering all delete events to be valid like below // is going to cause lots of unecessary work and some problems,yes,undetermined,0,0,0,yes,0.999998887731111
103,argouml,DEFECT,"// TODO: The size of text figs, which is what we care about most, // isn't computed correctly by GEF. If we got ambitious, we could // recompute a proper size ourselves.",yes,undetermined,0,0,0,yes,0.8303713167490726
104,argouml,DEFECT,"/**
 * A critic to detect when a classifier has to many operations). <p>
 *
 * TODO: exclude getter and setter operations from count
 */",yes,undetermined,0,0,0,yes,0.6779054938740183
105,argouml,DEFECT,// TODO: Why isn't this calculation for location working?,yes,undetermined,0,0,0,yes,0.9903299445829783
106,argouml,DEFECT,// TODO: This code doesn't look like it will get reached because // any abstraction/realization is going to take the // isAAbstraction leg of the if before it gets to this more // general case. - tfm 20080508,yes,undetermined,0,0,0,yes,0.9908986032414373
107,argouml,DEFECT,// TODO: This should probably only update the project when the user // presses Return or focus is lost,yes,undetermined,0,0,0,yes,0.9614594646983806
108,argouml,DEFECT,/* The next line does not work: */,yes,undetermined,0,0,0,no,0.22212877741633144
109,argouml,DEFECT,"// TODO: If ActionCopy is no longer a singleton, how shall //       this work?",yes,undetermined,0,0,0,yes,0.9999842583782746
110,argouml,DEFECT,// TODO: Huge side effect.  Hoist out of parse - tfm // let's load the project,yes,undetermined,0,0,0,yes,0.9928162070442874
111,argouml,DEFECT,"/* TODO: Support navigability. 
     * The code below causes and exception in FigAssociationEndAnnotation. */",yes,undetermined,0,0,0,yes,0.9999999258791674
112,argouml,DEFECT,"// TODO: We don't really want to do the following, but I'm not sure // what depends on it - tfm - 20070725",yes,undetermined,0,0,0,yes,0.9999999902150454
113,argouml,DEFECT,// TODO: Why is this clearing the name?!?! - tfm,yes,undetermined,0,0,0,yes,0.999999226021237
114,argouml,DEFECT,"/**
     * Offset in x & y for depth perspective lines of cube.
     * TODO: This is the same value as the member 'D'in 
     * {@link org.tigris.gef.presentation.FigCube}, but there is
     * nothing enforcing that correspondence.  Things will probably
     * break if they don't match.
     */",yes,undetermined,0,0,0,yes,0.8031052648921837
115,argouml,DEFECT,"/**
     * TODO: The code implementing this method is from 2003 (see issue 2171) -
     * mechanically integrated by tfmorris in May 2007. Needs to be
     * reviewed/updated.
     * 
     * @author Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement
     * method for changing text of Message
     * @param newOwner
     * @param parameter
     */",yes,undetermined,0,0,0,yes,0.9999931379067154
116,argouml,DEFECT,"// TODO: This exception will be thrown during autoscrolling // when the edge of the canvas is reached causing either // the width or height to be ""adjusted"" to a negative value",yes,undetermined,0,0,0,yes,0.8043157363006644
117,argouml,DEFECT,"/*TODO: Make the tree refresh and expand
                                     * really work in all cases!
                                     */",yes,undetermined,0,0,0,yes,0.999998222048653
118,argouml,DEFECT,"/**
     * TODO: The code implementing this method is from 2003 (see issue 2171) -
     * mechanically integrated by tfmorris in May 2007. Needs to be
     * reviewed/updated.
     * 
     * @author Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement
     * method for changing text of Message
     * @param newOwner model element which should now be listened to
     */",yes,undetermined,0,0,0,yes,0.9972877390352838
119,argouml,DEFECT,// TODO: - should save and restore the last positions of the toolbars,yes,undetermined,0,0,0,yes,0.8386563231928638
120,argouml,DEFECT,"// TODO:  Does anyone use command line? // If so, localization is needed - tfm",yes,undetermined,0,0,0,yes,0.9906316539829894
121,argouml,DEFECT,"// TODO: The following rather than the above is probably the correct // way to search // stereo = findStereotype(obj, null, name);",yes,undetermined,0,0,0,yes,0.9999999640463662
122,argouml,DEFECT,// Really ought to have a CriticException to throw here.,yes,undetermined,0,0,0,no,0.07772562775191573
123,argouml,DEFECT,"/**
     * There is a possibility that the next step forward takes another path in
     * this wizard. To allow for this we must destroy the path already traveled
     * by.
     * <p>
     * TODO: I (Linus) would say that this is really a problem with the Wizard
     * implementation since I believe it should be possible to explore a path in
     * the wizard and then go back. {@inheritDoc}
     */",yes,undetermined,0,0,0,no,0.46414706737417777
124,argouml,DEFECT,"/**
     * Builds a message within some interaction related to some assocationrole.
     * The message is added as the last in the interaction sequence.
     * Furthermore, the message is added as the last to the list of messages
     * already attached to the role. Effectively, the already attached messages
     * become predecessors of this message.
     * TODO: This sets the activator as a side effect. However it is impossible
     * to determine the activator at this stage as we don't yet know what the
     * action will be of the message we're creating. See issue 5692.
     *
     * @param inter
     *            The Interaction.
     * @param role
     *            The Association Role.
     * @return The newly created Message.
     */",yes,undetermined,0,0,0,no,0.37983363018803235
125,argouml,DEFECT,// TODO: {name} is not expanded for diagram objects,yes,undetermined,0,0,0,yes,0.9894900839375497
126,argouml,DEFECT,// TODO: {name} is not expanded for diagram objects,yes,undetermined,0,0,0,yes,0.9894900839375497
127,argouml,DESIGN,/* TODO: MVW: Why is this not done in GEF? */,yes,undetermined,0,0,0,no,0.013215358168306202
128,argouml,DESIGN,// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object,yes,undetermined,0,0,0,yes,0.9947762088222917
129,argouml,DESIGN,// TODO: There is a cyclic dependency between SelectionRerouteEdge // and FigEdgeModelElement,yes,undetermined,0,0,0,yes,0.9935654783600648
130,argouml,DESIGN,// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.,yes,undetermined,0,0,0,yes,0.9957680209764287
131,argouml,DESIGN,"// TODO: It's probably worthwhile to abstract and factor // this chooser and directory stuff. More file handling is // coming, I'm sure.",yes,undetermined,0,0,0,yes,0.9944400852166055
132,argouml,DESIGN,// TODO: complete this implementation - tfm,yes,undetermined,0,0,0,yes,0.99998285664048
133,argouml,DESIGN,// TODO: This will vary based on the type of the TagDefinition,yes,undetermined,0,0,0,yes,0.9932255883865674
134,argouml,DESIGN,"//setFontFamily(""dialog""); /* TODO: Is this needed?*/",yes,undetermined,0,0,0,yes,0.9999983519656948
135,argouml,DESIGN,"/**
     * TODO: Move this into the toolbar project.
     */",yes,undetermined,0,0,0,yes,0.9953665074223773
136,argouml,DESIGN,"/*
     * TODO: This is a temporary method of making sure the model is updated
     * on loss of focus of a combo box. In the long term we should attempt to
     * update the model on each keypress.
     * 
     * @see java.awt.event.FocusListener#focusLost(java.awt.event.FocusEvent)
     */",yes,undetermined,0,0,0,yes,0.7535702668203611
137,argouml,DESIGN,// These methods are based on the GraphEvents. These need replacing by // more specic meaningful requests of the diagram interface model,yes,undetermined,0,0,0,no,0.010832573590472586
138,argouml,DESIGN,// TODO: All super constrcutors should take a GraphModel,yes,undetermined,0,0,0,yes,0.9999994810525341
139,argouml,DESIGN,"// workaround for missing ability to parse ""*""",yes,undetermined,0,0,0,yes,0.981323725247012
140,argouml,DESIGN,// TODO: Needs to be tidied up after stable release. Graph model // should be created in constructor,yes,undetermined,0,0,0,yes,0.9242781869220071
141,argouml,DESIGN,"// this is wrongly called with a null handle, // as a workaround we return an empty collection",yes,undetermined,0,0,0,yes,0.9896215249281588
142,argouml,DESIGN,// TODO: not navigable this direction? - tfm,yes,undetermined,0,0,0,yes,0.9728782190529326
143,argouml,DESIGN,// TODO: this doesn't look right - review - tfm,yes,undetermined,0,0,0,yes,0.9999999203837264
144,argouml,DESIGN,"/**
     * @return the statemachine
     *
     * TODO: If this method is called by any of the Figs, it will introduce
     * a dependency cycle.  It would be much better if they could just
     * use {@link org.argouml.uml.diagram.ArgoDiagram#getOwner()} which does
     * the same thing.
     */",yes,undetermined,0,0,0,yes,0.9962929787903222
145,argouml,DESIGN,// TODO: Need to clean up objectToId // (can we do it based on modelelement delete // notifications?),yes,undetermined,0,0,0,yes,0.996973116925248
146,argouml,DESIGN,"/**
     * The constructor.
     * TODO: Why does this method not handle all settings
     * (KEY_DEFAULT_SHADOW_WIDTH is missing)?
     */",yes,undetermined,0,0,0,yes,0.9999994722346206
147,argouml,DESIGN,// TODO: Performance critical method,yes,undetermined,0,0,0,yes,0.9948776091832706
148,argouml,DESIGN,// TODO: Needs work. Must determine which Figs enclosed // in the pool are within the bounds of this Fig // and translate those.,yes,undetermined,0,0,0,yes,0.9808349437110658
149,argouml,DESIGN,// TODO: Optimize for root model case? - tfm,yes,undetermined,0,0,0,yes,0.990839834164477
150,argouml,DESIGN,// TODO: Do we really need to do this? Carried over from old behavior,yes,undetermined,0,0,0,yes,0.9999987646235202
151,argouml,DESIGN,// TODO ElementOwnership is not in ModelSubsys!!,yes,undetermined,0,0,0,no,0.013215358168306202
152,argouml,DESIGN,// TODO: This seems like a brute force workaround (and a very // indirect one at that).  It appears to be needed though until // we fix the problem properly. - tfm 20070904,yes,undetermined,0,0,0,yes,0.9999999754564717
