,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba,svm_pred_7,svm_pred_7_proba
10,jruby-1.4.0,DEFECT,"// XXX Wrong, but will have to do for now",yes,undetermined,0,0,0,yes,0.8181039258669293,yes,0.79868196271052,yes,0.814828103955625,yes,0.8220618256959515,yes,0.8211390883750439,yes,0.8193044300027713,yes,0.8155661742534689,yes,0.8172285815063539
11,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
12,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,undetermined,0,0,0,yes,0.9918174590229528,yes,0.9927924827792883,yes,0.9945643646935075,yes,0.9951996155079499,yes,0.9952971455277428,yes,0.9955763115684785,yes,0.9955111240047675,yes,0.9957345076760014
13,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
14,jruby-1.4.0,DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",yes,undetermined,0,0,0,no,0.4285888812817982,no,0.4436956482202657,no,0.5,no,0.5375673842986006,no,0.5303007638741175,no,0.5562360011811371,yes,0.5643907654614375,yes,0.5640097768976764
15,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
16,jruby-1.4.0,DEFECT,// IMPORTANT: Receive the block argument before the opt and splat args // This is so that the *arg can be encoded as 'rest of the array'.  This // won't work if the block argument hasn't been received yet!,yes,undetermined,0,0,0,no,0.04636919558893881,yes,0.9915048987675156,yes,0.9929189352808836,yes,0.9936235477345982,yes,0.993729170045195,yes,0.9940868531915252,yes,0.9940813168345185,yes,0.994359461183957
17,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
18,jruby-1.4.0,DEFECT,// FIXME: I got a bunch of NPEs when I didn't check for nulls here...HOW?!,yes,undetermined,0,0,0,yes,0.8422460006724457,yes,0.9187080275355981,yes,0.9928994076049924,yes,0.9936136467351416,yes,0.993718981673866,yes,0.994077866153075,yes,0.994080470767332,yes,0.9943586463658
19,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
20,jruby-1.4.0,DEFECT,// SSS FIXME: // // There are also differences in variable scoping between 1.8 and 1.9  // Ruby 1.8 is the buggy semantics if I understand correctly. // // The semantics of how this shadows other variables outside the block needs // to be figured out during live var analysis.,yes,undetermined,0,0,0,yes,0.7753722774412558,yes,0.8912049694778627,yes,0.9040426377152847,yes,0.9936327333673892,yes,0.9937341970081616,yes,0.9940885755620779,yes,0.9940958465550591,yes,0.9943734540620309
21,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
22,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
23,jruby-1.4.0,DEFECT,"// This was a getOpt with one mandatory arg, but it did not work // so I am parsing it for now.",yes,undetermined,0,0,0,no,0.037108976095541216,yes,0.9915061088923716,yes,0.992900639124682,yes,0.9936202410912074,yes,0.9937277999967081,yes,0.9940762440042673,yes,0.9940850373985191,yes,0.9943630443164069
24,jruby-1.4.0,DEFECT,"// This is the result of a bug that left off all trailing arguments. E.g.: //   system ""ls"", ""-1"", ""dir"" // would be seen as //   system ""ls""",yes,undetermined,0,0,0,no,0.1252388724305569,no,0.1023853438555764,no,0.10470292488738979,no,0.10083922825104384,no,0.09771468162789088,yes,0.9940763840687338,yes,0.9940867226665009,yes,0.9943646673252499
25,jruby-1.4.0,DEFECT,// FIXME: Broken but behaving,yes,undetermined,0,0,0,yes,0.9930956296167167,yes,0.9970574237743912,yes,0.9999825864466331,yes,0.9999873122594558,yes,0.9999891085267242,yes,0.9999903684866754,yes,0.999990426540708,yes,0.9999915233193569
26,jruby-1.4.0,DEFECT,"// TODO: We overflow on large files...We could increase to long to limit // this, but then the impl gets more involved since java io APIs based on // int (means we have to chunk up a long into a series of int ops).",yes,undetermined,0,0,0,yes,0.6674408261420854,yes,0.6784596930905955,yes,0.7072035382816225,yes,0.7228092412598779,yes,0.7212405135285351,yes,0.7171397462741647,yes,0.7115710905876463,yes,0.7126133008806518
27,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
28,jruby-1.4.0,DEFECT,// If we outgrow our pushback stack then grow it (this should only happen in pretty  // pathological cases).,yes,undetermined,0,0,0,no,0.035777330693741706,yes,0.9915081808857722,yes,0.9929146448431647,yes,0.9936288094335312,yes,0.9937360025136179,yes,0.9940879209229845,yes,0.9940969037959739,yes,0.994374472225673
29,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
30,jruby-1.4.0,DEFECT,"// FIXME: Arg may also be true, false, and nil and still be valid.  Strangely enough,  // protocol conversion is not happening in Ruby on this arg?",yes,undetermined,0,0,0,yes,0.5666648899680757,yes,0.7362102198648465,yes,0.7703715512233881,yes,0.7836300822237016,yes,0.7901642089580532,yes,0.8013776402548731,yes,0.7981185806119917,yes,0.7997146155874416
31,jruby-1.4.0,DEFECT,// TODO: proper sign,yes,undetermined,0,0,0,yes,0.9755020989957499,yes,0.9915252971489312,yes,0.9929205349193755,yes,0.9936270953273687,yes,0.9937243741677338,yes,0.9940864814594895,yes,0.9940853800731793,yes,0.9943633743319593
32,jruby-1.4.0,DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",yes,undetermined,0,0,0,no,0.4285888812817982,no,0.4436956482202657,no,0.5,no,0.5375673842986006,no,0.5303007638741175,no,0.5562360011811371,yes,0.5643907654614375,yes,0.5640097768976764
33,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
34,jruby-1.4.0,DEFECT,"// TODO: In MRI 1.9, an explicit check for negative length is // added here. IndexError is raised when length is negative. // See [ruby-core:12953] for more details. // // New note: This is actually under re-evaluation, // see [ruby-core:17483].",yes,undetermined,0,0,0,yes,0.8825882823224603,yes,0.8172124546349626,yes,0.8400979767606791,yes,0.8503077512480937,yes,0.8536841332840913,yes,0.8532863579740705,yes,0.8533168823424072,yes,0.8550499451386472
35,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
36,jruby-1.4.0,DEFECT,// ENEBO: Very wrong,yes,undetermined,0,0,0,yes,0.9922143209808957,yes,0.9915293682321827,yes,0.9929191885926393,yes,0.9936297877045263,yes,0.9937183101400944,yes,0.9940853580000536,yes,0.9940771292865174,yes,0.9943554282882588
37,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
38,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes,undetermined,0,0,0,yes,0.7084635060853821,yes,0.7542727809528493,yes,0.7860790743455005,yes,0.8134754329554874,yes,0.8191247700045157,yes,0.8272152746227583,yes,0.8200512095102338,yes,0.821727528419501
39,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes,undetermined,0,0,0,yes,0.7084635060853821,yes,0.7542727809528493,yes,0.7860790743455005,yes,0.8134754329554874,yes,0.8191247700045157,yes,0.8272152746227583,yes,0.8200512095102338,yes,0.821727528419501
40,jruby-1.4.0,DEFECT,// The following constants capture pre-known static call sites -- JRuby implementations of methods of ruby classes // SSS FIXME: Note that compiler/impl/BaseBodyCompiler is using op_match2 for match() and and op_match for match2 ... Is this a bug there?,yes,undetermined,0,0,0,yes,0.8904692155230753,yes,0.9061594801541982,yes,0.9929077175428301,yes,0.9936323440685569,yes,0.9937200071117169,yes,0.9940858643138505,yes,0.9940891535225974,yes,0.9943670083690818
41,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
42,jruby-1.4.0,DEFECT,"// SSS FIXME: This doesn't preserve original order of when clauses.  We could consider // preserving the order (or maybe not, since we would have to sort the constants first // in any case) for outputing jump tables in certain situations. // // add body to map for emitting later",yes,undetermined,0,0,0,no,0.5373932420116903,yes,0.6635428013496795,yes,0.6782092080463299,yes,0.7209586964048171,yes,0.7251168322176189,yes,0.7289994694278581,yes,0.7283232025015819,yes,0.7294963677558738
43,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
44,jruby-1.4.0,DEFECT,"// SSS FIXME: Why is the for node being built using closures and not as a ""regular"" loop with branches? // // This has implications on inlining, implementations of closures, next, break, etc. // When ""each"" and the block it consumes are inlined together in the caller, the ""loop"" // from the each should become a normal loop without any closures.  But, in this implementation // of for, we replace one closure with another! //",yes,undetermined,0,0,0,no,0.4934070034926132,yes,0.5762236869867063,yes,0.6193343381509712,yes,0.6285086602365855,yes,0.6316561653119429,yes,0.6353605474849141,yes,0.6462146160946717,yes,0.6466781189118794
45,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
46,jruby-1.4.0,DEFECT,// synchronized method per JRUBY-1173 (unsafe Double-Checked Locking) // FIXME: synchronization is still wrong in CP code,yes,undetermined,0,0,0,yes,0.5717473973080045,yes,0.7119899932349631,yes,0.7396835982054802,yes,0.752769934617222,yes,0.757080074857512,yes,0.7586798850949468,yes,0.7539580959550889,yes,0.7553118336004432
47,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
48,jruby-1.4.0,DEFECT,"// vulture thread will periodically expunge dead // entries.  entries are also expunged during 'put' // operations; this is designed to cover the case where // many objects are created initially, followed by limited // put activity. // // FIXME: DISABLED (below) pending resolution of finalization issue //",yes,undetermined,0,0,0,no,0.21226349644187253,no,0.25337326553372724,no,0.26357273877719806,no,0.2744047819403678,no,0.2751366567012611,no,0.2631739812948723,no,0.2566133907286875,no,0.2537418593299565
49,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
50,jruby-1.4.0,DEFECT,"/**
     * Get value from current scope or one of its captured scopes.
     * 
     * FIXME: block variables are not getting primed to nil so we need to null check those
     *  until we prime them properly.  Also add assert back in.
     * 
     * @param offset zero-indexed value that represents where variable lives
     * @param depth how many captured scopes down this variable should be set
     * @return the value here
     */",yes,undetermined,0,0,0,no,0.4285888812817982,no,0.4436956482202657,no,0.5,no,0.5375673842986006,no,0.5303007638741175,no,0.5562360011811371,yes,0.5643907654614375,yes,0.5640097768976764
51,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
52,jruby-1.4.0,DEFECT,"// FIXME: We are assuming that original string will be raw bytes.  If -Ku is provided // this will not be true, but that is ok for now.  Deal with that when someone needs it.",yes,undetermined,0,0,0,no,0.47538923881664563,yes,0.6451621747836397,yes,0.6671659466451262,yes,0.6892376621151644,yes,0.6875948995152836,yes,0.6907141769248661,yes,0.6912003273590634,yes,0.6920714612956678
53,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
54,jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here,yes,undetermined,0,0,0,yes,0.9405365572633938,yes,0.9915075225495351,yes,0.9929045995602186,yes,0.9936273009734732,yes,0.9937260861574765,yes,0.9940778646699128,yes,0.9940807674576323,yes,0.9943589320981742
55,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
56,jruby-1.4.0,DEFECT,// TODO: Rubicon TestKernel dies without this line.  A cursory glance implies we // falsely set $! to nil and this sets it back to something valid.  This should  // get fixed at the same time we address bug #1296484.,yes,undetermined,0,0,0,yes,0.9958871998144602,yes,0.9961586781323694,yes,0.997231840969079,yes,0.99998294498874,yes,0.9999843733259194,yes,0.9999873104901055,yes,0.9999877668193187,yes,0.9999891411504088
57,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
58,jruby-1.4.0,DEFECT,// MRI 1.8 behavior: this combination of flags is not allowed,yes,undetermined,0,0,0,no,0.019514675275843208,yes,0.9915373323040616,yes,0.992897277826969,yes,0.9936317260016143,yes,0.9937321667637777,yes,0.9940872545356312,yes,0.994092690374436,yes,0.9943704145272146
59,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
60,jruby-1.4.0,DEFECT,// zero args with block // FIXME: omit args index; subtract one from normal block index,yes,undetermined,0,0,0,no,0.052771226198735144,yes,0.9915303639453094,yes,0.9928989768370324,yes,0.9936368015476368,yes,0.9937303221140983,yes,0.994078259078247,yes,0.994087361975442,yes,0.9943652830147771
61,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
62,jruby-1.4.0,DEFECT,// FIXME: It may be possible to killpg on systems which support it.  POSIX library // needs to tell whether a particular method works or not,yes,undetermined,0,0,0,yes,0.9221219915343265,yes,0.9915339820696462,yes,0.9929123381341587,yes,0.993631262644106,yes,0.9937303691755498,yes,0.9940932479433356,yes,0.9940913455323293,yes,0.9943691193823251
63,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
64,jruby-1.4.0,DEFECT,// TODO: This code effectively disables all inspection-based optimizations; none of them are 100% safe yet,yes,undetermined,0,0,0,yes,0.8823882010826853,yes,0.916962307710942,yes,0.9929095065071794,yes,0.9936163253461404,yes,0.9937332250163472,yes,0.9940860734990645,yes,0.9940974855951045,yes,0.994375032519763
65,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
66,jruby-1.4.0,DEFECT,// FIXME: No argument seems to work for -K in MRI plus this should not // siphon off additional args 'jruby -K ~/scripts/foo'.  Also better error // processing.,yes,undetermined,0,0,0,yes,0.942259393564343,yes,0.9915132673833881,yes,0.9929211568509482,yes,0.9936346584991731,yes,0.9937281981033927,yes,0.9940957823305873,yes,0.9940905558795083,yes,0.9943683589087613
67,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
68,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
69,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
70,jruby-1.4.0,DEFECT,// We are in eval with binding break out early // FIXME: This is broken with the new backtrace stuff,yes,undetermined,0,0,0,yes,0.892103511785993,yes,0.8921033035564397,yes,0.8205517560768566,yes,0.83420204782218,yes,0.8371775515383544,yes,0.8331389723531796,yes,0.8471491381366636,yes,0.8488783808424211
71,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
72,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
73,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
74,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
75,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
76,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
77,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
78,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
79,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
80,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
81,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
82,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
83,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
84,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,undetermined,0,0,0,yes,0.9742963890810451,yes,0.9915211280822332,yes,0.9929157035288934,yes,0.9936243229588015,yes,0.993725683844907,yes,0.9940813190749818,yes,0.9940886787696438,yes,0.9943665511575355
