,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
10,sql12,DEFECT,// This works only on JDK 1.5 // With JDK 1.4.x fonts will be bold for all SwingSet themes. // See also SwingSet2 demos in JDK 1.4 and JDK 1.5,yes,undetermined,0,0,0,no,0.025025518998145146,yes,0.5519812158858802,yes,0.5644291388744009,yes,0.5553215259347956
11,sql12,DEFECT,// These don't appear to work. // rowHeaderTableCol1.setResizable(true); // rowHeaderTableCol2.setResizable(true); // cornerTableCol1.setResizable(true); // cornerTableCol2.setResizable(true);,yes,undetermined,0,0,0,no,0.010798943294051623,no,0.38256624478330525,no,0.38496448061043115,no,0.37549597171377924
12,sql12,DEFECT,"// If we are connecting to a database, then this is fine.  However, when // using MockObjects, this is problematic since there are many  // unimplemented methods in the MockObjects implementation that are  // required by this.",yes,undetermined,0,0,0,no,0.023692214821000132,yes,0.9782427139132713,yes,0.987887455961981,yes,0.9879515186720778
13,sql12,DEFECT,"/*
				 * Issue: After importing the data, we could tell the user that
				 * it has been successfully imported.  This would give good
				 * positive feedback.  However, it would mean that they need
				 * to click on yet another button to dismiss that message.
				 * On the other hand, since the operation is synchronous,
				 * the user cannot proceed to do anything until it is done.
				 * If we assume that import usually works correctly unless
				 * they are shown an error message, then we do not need to
				 * display anything here.
				 */",yes,undetermined,0,0,0,no,0.028528479154774706,yes,0.9858458216613776,yes,0.9878692819537587,yes,0.9879694798072709
14,sql12,DEFECT,// TODO: This won't work when the column has values with quotes in them. // Use PreparedStatements instead.,yes,undetermined,0,0,0,yes,0.9837117112183646,yes,0.9917847319370366,yes,0.9928906708751386,yes,0.9930225314897388
15,sql12,DEFECT,"/*
		 * TODO: When 1.4 is the earliest version supported, include
		 * the following line here:
		 * 	scrollPane.setWheelScrollingEnabled(true);
		 * The scroll-wheel function is important for ease of use, but the
		 * setWheelScrollingEnabled function is not available in java 1.3.
		 */",yes,undetermined,0,0,0,yes,0.7521341357629077,yes,0.8198789276965307,yes,0.8356163802076544,yes,0.8324666941327534
16,sql12,DEFECT,"// In case this is called by the AWT thread, log a message - this is most likey a bug",yes,undetermined,0,0,0,no,0.036965513639949175,yes,0.9858614089500582,yes,0.9878557495032141,yes,0.9879457072773636
17,sql12,DEFECT,"// Bug 2480365: It is very important to get the URI from the URL and not simply do  // new File(url.getFile()).  In the case where the path contains spaces, they get encoded as %20 in // the string returned from url.getFile().  java.io.File doesn't know how to deal with them  // (i.e. replace them with spaces) and the resulting File is rendered non-existent. ",yes,undetermined,0,0,0,no,0.0740925557336648,yes,0.9858762796315519,yes,0.9878656567296991,yes,0.9879441773537349
18,sql12,DEFECT,"// Cast to int required as Dimension::setSize(double,double) // doesn't appear to do anything in JDK1.2.2.",yes,undetermined,0,0,0,no,0.001285970803734099,yes,0.9858553652694148,yes,0.9878893850744606,yes,0.9879440162630728
19,sql12,DEFECT,// If we don't always show the scrollbars the whole DataTypePreferencesPanel is flickering like hell.,yes,undetermined,0,0,0,no,0.02535735217916456,no,0.4808876521805585,no,0.4860958981155441,no,0.47526109329441585
20,sql12,DEFECT,// Bug #1757076 // always use false unless user specifies otherwise; this breaks // date editing in Derby (possibly DB2 as well),yes,undetermined,0,0,0,no,0.03930682692875192,yes,0.9858689385410826,yes,0.9878796742962317,yes,0.9879562434202427
21,sql12,DEFECT,// Some LAFs don't work under Java 6 or later.,yes,undetermined,0,0,0,no,0.13238091568278093,no,0.14596349662347569,no,0.1422679932992538,no,0.13545287924343447
22,sql12,DEFECT,"// TODO: Setup title correctly. //		setTitle(getTitle() + "": "" + _session.getSessionSheet().getTitle());",yes,undetermined,0,0,0,yes,0.9565154521314785,yes,0.985853274001839,yes,0.9878784744907252,yes,0.9879539287134103
23,sql12,DEFECT,"// In case this is called by the AWT thread, log a message - this is most likey a bug",yes,undetermined,0,0,0,no,0.036965513639949175,yes,0.9858614089500582,yes,0.9878557495032141,yes,0.9879457072773636
24,sql12,DESIGN,// TODO: These 2 should be handled with an Iterator!!!,yes,undetermined,0,0,0,yes,0.968804915040651,yes,0.9858682367130047,yes,0.9878758091300431,yes,0.9879654695811548
25,sql12,DESIGN,// TODO verify this is correct,yes,undetermined,0,0,0,yes,0.9786967551549111,yes,0.9919579046953955,yes,0.9932377122166661,yes,0.9933187682725492
26,sql12,DESIGN,"// ??? For now, use the same renderer as everyone else. // ?? // ?? IN FUTURE: change this to use a new instance of renderer // ?? for this data type.",yes,undetermined,0,0,0,no,0.059708308206204146,yes,0.9858591219432806,yes,0.9878703347721554,yes,0.9879627486486016
27,sql12,DESIGN,// TODO: This should be handled with an Iterator!!!,yes,undetermined,0,0,0,yes,0.968804915040651,yes,0.9858682367130047,yes,0.9878758091300431,yes,0.9879654695811548
28,sql12,DESIGN,"/**
 * SQLFilterAction.java
 *
 * Created on March 22, 2003, 10:55 AM
 *
 * Adapted from SessionPropertiesAction.java by Colin Bell.
 *
 * TODO: CHange name to ContentsTabFilterAction
 */",yes,undetermined,0,0,0,yes,0.9151093961097029,yes,0.9858694804683216,yes,0.9878823405389131,yes,0.9879727026041594
29,sql12,DESIGN,// TODO: Do we need this one. */,yes,undetermined,0,0,0,yes,0.999998914035588,yes,0.9999990349495416,yes,0.9999994188345597,yes,0.9999994706677113
30,sql12,DESIGN,// JASON: Do we need these?,yes,undetermined,0,0,0,no,0.015340933176439068,no,0.015218241458494678,no,0.013861553196556494,no,0.012797999670272097
31,sql12,DESIGN,// TODO: Do we need this one. */,yes,undetermined,0,0,0,yes,0.999998914035588,yes,0.9999990349495416,yes,0.9999994188345597,yes,0.9999994706677113
32,sql12,DESIGN,"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renederer //?? for this data type.",yes,undetermined,0,0,0,no,0.06816915049429569,yes,0.9858809042733392,yes,0.98789220027719,yes,0.9879843821392779
33,sql12,DESIGN,// BAD - Converting a URL to a file this way is problematic when the file path contains spaces,yes,undetermined,0,0,0,no,0.05524863633493216,yes,0.6590096588202602,yes,0.6637120509055744,yes,0.6573444264864058
34,sql12,DESIGN,//JASON: Remove?? //_session.getSessionSheet().getSQLPanel().executeSQL(sql);,yes,undetermined,0,0,0,no,0.027514781421649436,no,0.474716032545638,no,0.4839610827948181,no,0.47480720523886344
35,sql12,DESIGN,// TODO: This is a nasty quick hack. Needs an API to do this.,yes,undetermined,0,0,0,yes,0.9999999999498969,yes,0.9999999999519069,yes,0.9999999999748429,yes,0.9999999999790463
36,sql12,DESIGN,"/* TODO: Delete this class
 * Copyright (C) 2001 Colin Bell
 * colbell@users.sourceforge.net
 *
 * This library is free software; you can redistribute it and/or
 * modify it under the terms of the GNU Lesser General Public
 * License as published by the Free Software Foundation; either
 * version 2.1 of the License, or (at your option) any later version.
 *
 * This library is distributed in the hope that it will be useful,
 * but WITHOUT ANY WARRANTY; without even the implied warranty of
 * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the GNU
 * Lesser General Public License for more details.
 *
 * You should have received a copy of the GNU Lesser General Public
 * License along with this library; if not, write to the Free Software
 * Foundation, Inc., 59 Temple Place, Suite 330, Boston, MA  02111-1307  USA
 */",yes,undetermined,0,0,0,no,0.060771740679405474,yes,0.9858525374050818,yes,0.9878659960608744,yes,0.9879638693012548
37,sql12,DESIGN,// not used,yes,undetermined,0,0,0,no,0.015340196161854964,no,0.01521770667524363,no,0.013850084629118681,no,0.012793075840875004
38,sql12,DESIGN,// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables.,yes,undetermined,0,0,0,yes,0.9248872568867307,yes,0.9858686155719639,yes,0.9891707034550123,yes,0.9892707875918795
39,sql12,DESIGN,"// hear no evil, see no evil",yes,undetermined,0,0,0,no,0.0061784771051317435,no,0.006161804930025858,no,0.0055241190249073115,no,0.00513764132610083
40,sql12,DESIGN,"// When I tried using a length for LONGVARBINARY that is the max // length of the source records, I get the following exception: // // Exception condition 239. Data exception - string data, right truncation. // I tried bit varying(32767) with data that had max length of 16384. So // it's back to maximum length hard-coded for now. // registerColumnType(Types.LONGVARBINARY, 2147000000, ""bit varying($l)"");",yes,undetermined,0,0,0,no,0.06666403461128653,yes,0.9858572949100338,yes,0.9878642698958885,yes,0.9879496947276954
41,sql12,DESIGN,// TODO: is this right???,yes,undetermined,0,0,0,yes,0.999991989309213,yes,0.9999930018600225,yes,0.9999954973978501,yes,0.9999957855484816
42,sql12,DESIGN,"/*
	 * TODO: This should not be public. Check all usages of it
	 * and put appropriate methods in an API object.
	 */",yes,undetermined,0,0,0,yes,0.9948028868508462,yes,0.9952367181502532,yes,0.9960120337299883,yes,0.9960905201191228
43,sql12,DESIGN,// TODO: is this right???,yes,undetermined,0,0,0,yes,0.999991989309213,yes,0.9999930018600225,yes,0.9999954973978501,yes,0.9999957855484816
44,sql12,DESIGN,//	 JASON: Do we need these?,yes,undetermined,0,0,0,no,0.015340933176439068,no,0.015218241458494678,no,0.013861553196556494,no,0.012797999670272097
45,sql12,DESIGN,// JASON: Do we need this? //		getSQLPanel().selected();,yes,undetermined,0,0,0,no,0.0030837408707130123,no,0.48805039108000914,no,0.4945873841318838,no,0.4864043309657943
46,sql12,DESIGN,// TODO: Do we need this one. */,yes,undetermined,0,0,0,yes,0.999998914035588,yes,0.9999990349495416,yes,0.9999994188345597,yes,0.9999994706677113
47,sql12,DESIGN,//TODO: Rename to IObjectTreeNodeExpander,yes,undetermined,0,0,0,yes,0.994724618995806,yes,0.9946401649910078,yes,0.9955269280105818,yes,0.9955921911086757
48,sql12,DESIGN,// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables. // -8 is ROWID in Oracle.,yes,undetermined,0,0,0,yes,0.8842921579151238,yes,0.9695985295785681,yes,0.9878545252787053,yes,0.9879702075965557
49,sql12,DESIGN,//set the property values // Note: this may have already been done by another instance of // this DataType created to handle a different column.,yes,undetermined,0,0,0,no,0.018150229115341993,yes,0.9858410796358853,yes,0.9878603012604339,yes,0.9879624863296008
50,sql12,DESIGN,"// Always add plugins - there is not a good way to compare plugin zips and their extracted contents // at the moment. // TODO: Determine the best way to derive the filesize and checksum of the plugin zip that was last // extracted. Should we keep it around? How about using the current release.xml file ? Come to // think of it, perhaps we shouldn't be computing the checksum of *any* existing files, why don't // we just get it from the current release.xml file?",yes,undetermined,0,0,0,yes,0.8678558907450791,yes,0.8167375389669315,yes,0.8236349707608672,yes,0.818506969373636
51,sql12,DESIGN,// TODO: verify this,yes,undetermined,0,0,0,yes,0.9327071750903306,yes,0.9858824629546705,yes,0.9878869694556583,yes,0.987945030664056
52,sql12,DESIGN,// multiple rows - not good,yes,undetermined,0,0,0,no,0.036914681537514704,yes,0.8643874050410874,yes,0.8673070455926368,yes,0.8657732878176954
53,sql12,DESIGN,//?? Extract this out into a class like CascadeInternalFramePositioner.,yes,undetermined,0,0,0,no,0.019396154827832496,yes,0.8777671685605299,yes,0.8899939153186553,yes,0.8883901919153154
54,sql12,DESIGN,"// ?? Is there any way to check for invalid input? Valid input includes // ?? at least any printable character, but could it also include unprintable // ?? characters?",yes,undetermined,0,0,0,no,0.02661828902976915,yes,0.9858476215647254,yes,0.9878827509630113,yes,0.9879538066665425
55,sql12,DESIGN,"// Cast is not so nice, but framework doesn't meet new requirements.",yes,undetermined,0,0,0,no,0.05183646693493949,yes,0.9858873281531719,yes,0.9878715428804756,yes,0.9879832095136132
56,sql12,DESIGN,// TODO: Do we need this one. */,yes,undetermined,0,0,0,yes,0.999998914035588,yes,0.9999990349495416,yes,0.9999994188345597,yes,0.9999994706677113
57,sql12,DESIGN,"/*
				 * END-KLUDGE
				 */",yes,undetermined,0,0,0,yes,0.5913488222343067,yes,0.6497326714625163,yes,0.6736409358455474,yes,0.6689193962585093
58,sql12,DESIGN,// Total Hack! Type OTHER(1111) can be other types as well?,yes,undetermined,0,0,0,yes,0.9842477318573932,yes,0.9873587977704039,yes,0.9895261610828959,yes,0.9897712608247832
59,sql12,DESIGN,// JASON: Should be part of status bar?,yes,undetermined,0,0,0,no,0.009280392285732766,no,0.015225043495646892,no,0.01385026297684137,no,0.012793776610013796
60,sql12,DESIGN,//??GETRIDOFTHIS,yes,undetermined,0,0,0,no,0.0061784771051317435,no,0.006161804930025858,no,0.0055241190249073115,no,0.00513764132610083
61,sql12,DESIGN,// Don't call super. Packing this frame causes problems.,yes,undetermined,0,0,0,no,0.27345797643253233,no,0.23968627519471866,no,0.21673147207109772,no,0.208327733172836
62,sql12,DESIGN,// TODO: Delete ME,yes,undetermined,0,0,0,yes,0.9882254422838053,yes,0.9911499660665981,yes,0.9925290072719157,yes,0.9926617913294787
63,sql12,DESIGN,"// Note. Some DBMSs such as Oracle do not allow: // ""select *, rowid from table"" // You cannot have any column name in the columns clause // if you have * in there. Aliasing the table name seems to // be the best way to get around the problem.",yes,undetermined,0,0,0,no,0.05979735146742268,yes,0.9781293526730325,yes,0.9878500318248253,yes,0.9879639976936939
64,sql12,DESIGN,"// We are displaying a new dataset, so if there was // a cell editor in operation, tell it to cancel. //???? How does this impact popup display?",yes,undetermined,0,0,0,no,0.006385031503821004,yes,0.937050286546898,yes,0.9878812071509299,yes,0.9879585249289515
65,sql12,DESIGN,"// KLUDGE: // We want some info about the columns to be available for validating the // user input during cell editing operations.  Ideally we would get that // info inside the ResultSetDataSet class during the creation of the // columnDefinition objects by using various functions in ResultSetMetaData // such as isNullable(idx).  Unfortunately, in at least some DBMSs (e.g. // Postgres, HSDB) the results of those calls are not the same (and are less accurate // than) the SQLMetaData.getColumns() call used in ColumnsTab to get the column info. // Even more unfortunate is the fact that the set of attributes reported on by the two // calls is not the same, with the ResultSetMetadata listing things not provided by // getColumns.  Most of the data provided by the ResultSetMetaData calls is correct. // However, the nullable/not-nullable property is not set correctly in at least two // DBMSs, while it is correct for those DBMSs in the getColumns() info.  Therefore, // we collect the collumn nullability information from getColumns() and pass that // info to the ResultSet to override what it got from the ResultSetMetaData.",yes,undetermined,0,0,0,no,0.24992312895573196,no,0.235805233866604,no,0.22994721006016497,no,0.21980599923460778
66,sql12,DESIGN,"/**
	 * the utility class that reads and writes release info from/to the release.xml file TODO: Spring-inject
	 * when this class is a Spring bean
	 */",yes,undetermined,0,0,0,yes,0.6941557570156958,yes,0.6411695531533304,yes,0.6398439333100805,yes,0.6332640184107715
67,sql12,DESIGN,"// TODO: This won't work when the column has values with quotes in them. // Use PreparedStatements instead. Hmmm... instead of insert statements, could we not // just create a sequence and generate a select statement that: // a) uses the sequence for the pkid // b) selects distinct values // That would be a more efficient approach that would also eliminate this quoting problem",yes,undetermined,0,0,0,yes,0.9603491960913313,yes,0.9858683840305533,yes,0.9878841641032378,yes,0.9879623514669069
68,sql12,DESIGN,"// The following only works if SwingUtilities.getRoot(table) returns // and instanceof BaseMDIParentFrame. // If SwingTUilities.getRoot(table) returns and instance of Dialog or // Frame, then other code must be used.",yes,undetermined,0,0,0,no,0.017094259912622266,yes,0.9858494500088907,yes,0.9878547163844239,yes,0.9879461243739892
69,sql12,DESIGN,"// Need to somehow call  // SQLResultExecuterPanel.reRunSelectedResultTab(true); //  // Something like : // SQLResultExecuterPanel panel = getPanel();  // panel.reRunSelectedResultTab(true); // // However, that doesn't apply when the user is exporting from the // table contents table.  There needs to be a more generic way to // do this for all tables containing data that is to be exported // where some of the fields contain placeholders. // For now, we just inform the user and let them either continue // or abort and change the configuration manually,  // re-run the query / reload the table data and re-export.  ",yes,undetermined,0,0,0,no,0.1473618681858983,no,0.18692286575830086,no,0.19538568122217473,no,0.18589117381402762
70,sql12,DESIGN,//?? Split these 4 functions off into a subclass of BaseFavouriteAction,yes,undetermined,0,0,0,no,0.018205468985655573,yes,0.9858606373719206,yes,0.9878608971411912,yes,0.9879715180053031
71,sql12,DESIGN,// TODO: Rename this to getTableType.,yes,undetermined,0,0,0,yes,0.994724618995806,yes,0.9946401649910078,yes,0.9955269280105818,yes,0.9955921911086757
72,sql12,DESIGN,// TODO: Bizarre that I couldn't find a valid SQL to drop an index.,yes,undetermined,0,0,0,yes,0.9475960909044242,yes,0.9858628755091492,yes,0.9878620963942858,yes,0.9879658180152254
73,sql12,DESIGN,//TODO: ? Dialog Handling on Cancelled ?,yes,undetermined,0,0,0,yes,0.9597768783463575,yes,0.9858549678241761,yes,0.9878845257787046,yes,0.9879504003122743
74,sql12,DESIGN,// This refactoring depends on the following API methods: // getCreateTableSQL,yes,undetermined,0,0,0,no,0.007350109997237212,yes,0.9858409848758862,yes,0.9878624464273221,yes,0.9879743391888738
75,sql12,DESIGN,//Should probably create my own table model but i am being a bit slack.,yes,undetermined,0,0,0,no,0.11151418355527756,no,0.12631981818961013,no,0.13212617997635048,no,0.12608645865464707
76,sql12,DESIGN,// TODO Probably want to allow the user to set these sequence properties ?? // Sequence settings.,yes,undetermined,0,0,0,yes,0.639179551941926,yes,0.6111692837834084,yes,0.6198027482616699,yes,0.6127610714468064
77,sql12,DESIGN,"// We set expected and checksum to -1 here, since we don't have that information for release.xml file // TODO: Can HttpClient be used to get the byte-size of release.xml so we can perform this check?",yes,undetermined,0,0,0,yes,0.6369732007324856,yes,0.5722074107278836,yes,0.6133117682077548,yes,0.604888548579632
78,sql12,DESIGN,"// Here, I don't completely understand how these types are to be used in all databases and I haven't // yet had time to implement support in the dialects for them. So, this exclude list will keep these // less commonly used types from failing the test. Also, since not all of these types appear in Java5 // and we currently support compiling the code base with it, I use the integer values for new types // that were introduces in Java6, rather than the type constant name.",yes,undetermined,0,0,0,no,0.17528153312657765,no,0.1293556278519678,no,0.12434966871011943,no,0.11655051767021683
79,sql12,DESIGN,"/*
 * TODO: Delete this class - unused
 */",yes,undetermined,0,0,0,yes,0.9999999434998664,yes,0.9999999468806414,yes,0.9999999712307279,yes,0.9999999741935361
80,sql12,DESIGN,"/*
					 * TODO: Find out why
					 * KLUDGE: For some reason, I am not able to get the sheet to
					 * size correctly. It always displays with a size that causes
					 * the sub-panels to have their scrollbars showing. Add a bit
					 * of an increase in the size of the panel so the scrollbars
					 * are not displayed.
					 */",yes,undetermined,0,0,0,yes,0.8892870257498929,yes,0.9710083588976148,yes,0.9878885086397461,yes,0.9879493207774235
81,sql12,DESIGN,"// Copied from Java Doc Matcher.replaceAll: // // Note that backslashes (\) and dollar signs ($) in the replacement string // may cause the results to be different than if it // were being treated as a literal replacement string. // Dollar signs may be treated as references to // captured subsequences as described above, and // backslashes are used to escape literal characters in the replacement string.",yes,undetermined,0,0,0,no,0.011244463613602887,yes,0.9797188755610382,yes,0.9878817584751691,yes,0.9879743028674042
82,sql12,DESIGN,"/**
	 * TODO: Clean this mess up!!!! Load plugins. Load all plugin jars into class loader.
	 */",yes,undetermined,0,0,0,yes,0.7736854257970663,yes,0.794531807016418,yes,0.8115557443321055,yes,0.8065050899919716
83,sql12,DESIGN,"// TODO: subclass these hibernate dialects to provide the ""canPasteTo""  //       api method in HibernateDialect interface. //private static final DB2390Dialect db2390Dialect = new DB2390Dialect();",yes,undetermined,0,0,0,yes,0.9701510015876654,yes,0.9858864448000233,yes,0.9878558265133823,yes,0.987958171949276
84,sql12,DESIGN,// This is weird - if I don't set this the column header doesn't line up // with the column contents.,yes,undetermined,0,0,0,no,0.038036211792549846,yes,0.9470369577131723,yes,0.9878535050524598,yes,0.9879777056845844
85,sql12,DESIGN,// Required otherwise it gets too wide.,yes,undetermined,0,0,0,no,0.007933928035450503,yes,0.98584749239521,yes,0.9878596898525756,yes,0.9879653416384258
86,sql12,DESIGN,"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renderer //?? for this data type.",yes,undetermined,0,0,0,no,0.059708308206204146,yes,0.9858591219432806,yes,0.9878703347721554,yes,0.9879627486486016
87,sql12,DESIGN,// TODO: Delete Me,yes,undetermined,0,0,0,yes,0.9882254422838053,yes,0.9911499660665981,yes,0.9925290072719157,yes,0.9926617913294787
88,sql12,DESIGN,// This refactoring depends on the following dialect API methods: // getUpdateSQL,yes,undetermined,0,0,0,no,0.020654347920679047,yes,0.9858509094600657,yes,0.987886778520085,yes,0.9879581168719087
89,sql12,DESIGN,"// For PointBase, if type maps to Pointbase ""BLOB"", and the size // isn't valid (PB requires size for BLOBS) then set it to something // reasonably large, like 16MB. 1 is the default size if no size // is specified.  That's practically useless :)",yes,undetermined,0,0,0,no,0.027460492267420554,yes,0.9058213538705779,yes,0.9878923742924791,yes,0.9879581085387397
90,sql12,DESIGN,// Should the data be first cloned so that the sorting doesn't take place // on the array that is used in getValue() // TODO: This is a must if sorting is done in a thread! ??,yes,undetermined,0,0,0,yes,0.6273320642433101,yes,0.5970423180189895,yes,0.600996000211297,yes,0.5932826533049721
91,sql12,DESIGN,"/*
			 * TODO: When 1.4 is the earliest version supported, add the following line:
			*		setSurrendersFocusOnKeystroke(true);
			* This should help handle some problems with navigation using tab & return
			* to move through cells.
			*/",yes,undetermined,0,0,0,yes,0.7739736987430587,yes,0.8325470941029851,yes,0.8443234699369746,yes,0.8415008509766587
92,sql12,DESIGN,//set the property values // Note: this may have already been done by another instance of // this DataType created to handle a different column.,yes,undetermined,0,0,0,no,0.018150229115341993,yes,0.9858410796358853,yes,0.9878603012604339,yes,0.9879624863296008
93,sql12,DESIGN,"// Drop FK constraints before dropping any tables. Otherwise, we // may drop the child table prior to dropping it's FKs, which would // be an error. // TODO: This should be done in the dialect's getTableDropSQL method for a database specific // handling(or ignoring) of this problem.",yes,undetermined,0,0,0,yes,0.898711094218635,yes,0.9146907451561169,yes,0.987859949625861,yes,0.9879480611467956
94,sql12,DESIGN,"//Silently ignore, what could we do anyway?",yes,undetermined,0,0,0,no,0.015374180653379739,no,0.016190348799915728,yes,0.7708137460601545,yes,0.7682086368469742
95,sql12,DESIGN,// This is a bit hard coded but if we use _scale here // some number displays go crazy.,yes,undetermined,0,0,0,no,0.1329860348410835,no,0.2466006430412709,no,0.24930925438017137,no,0.2427428621680552
96,sql12,DESIGN,"// TODO: Figure out why the selection of the root node in the object tree // is undone if we don't delay. It seems like some other thread racing  // to set the selected node to none.  When this happens, the detail pane // for the root node disappears when a session is first opened, or when // an ObjectTree frame is created.  This is a really crappy and unreliable // way to fix this problem, but it hides the problem for now.  A better  // understanding of the architecture of session creation is required  // before a proper solution can be attempted. RMM 20051217",yes,undetermined,0,0,0,yes,0.969655453672762,yes,0.9858752317636694,yes,0.9878859742503995,yes,0.9879583473114405
97,sql12,DESIGN,"// TODO: Temporary until we sort out a better way to do guido's fix // assertEquals(SECOND_STMT_SEP, qt2.getSQLStatementSeparator());",yes,undetermined,0,0,0,yes,0.9999999840267255,yes,0.9999999808137107,yes,0.999999989624378,yes,0.9999999906907411
98,sql12,DESIGN,"// TODO Maybe we should have a checkbox to allow the user to toggle  // default value on/off.  Some dbs (like DB2) treat empty string """" as // a different default value than null.",yes,undetermined,0,0,0,yes,0.8522790893821303,yes,0.8229100828347427,yes,0.8298139564777324,yes,0.826985612474918
99,sql12,DESIGN,"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renederer //?? for this data type.",yes,undetermined,0,0,0,no,0.06816915049429569,yes,0.9858809042733392,yes,0.98789220027719,yes,0.9879843821392779
100,sql12,DESIGN,"//??? For now, use the same renderer as everyone else. //?? //?? IN FUTURE: change this to use a new instance of renederer //?? for this data type.",yes,undetermined,0,0,0,no,0.06816915049429569,yes,0.9858809042733392,yes,0.98789220027719,yes,0.9879843821392779
101,sql12,DESIGN,"// check the error stream for a problem // // This is a bit questionable since it is possible // for processes to output something on stderr // but continue processing.  But without this, some // problems are not seen (e.g. ""bad argument"" type // messages from the process).",yes,undetermined,0,0,0,no,0.0873060729810531,yes,0.9858686327963962,yes,0.9878518530876529,yes,0.987947145235408
